s,rpm
68.3973356,23.94123714
68.4248116,23.88810215
68.4522876,23.8382871
68.4797637,23.79200931
68.5072397,23.74941762
68.5347157,23.71065384
68.5621918,23.67583428
68.5896678,23.64506379
68.6171438,23.61843091
68.6446199,27.52267492
68.6720959,17.03510668
68.6995719,17.46057158
68.727048,5.820190527
68.7536284,1.940063509
68.7793962,0.646687836
68.8044224,0.215562612
68.8287682,0.071854204
68.8524867,0.023951401
68.8756243,0.0079838
68.8982222,0.002661267
68.9203166,0.000887089
68.9419402,0.000295696
68.9631219,9.86E-05
68.983888,3.29E-05
69.0042623,1.10E-05
69.0242661,3.65E-06
69.0439193,1.22E-06
69.0632396,4.06E-07
69.0822436,1.35E-07
69.1009464,4.51E-08
69.119362,1.50E-08
69.1375033,5.01E-09
69.1553822,1.67E-09
69.17301,5.56E-10
69.1903969,1.85E-10
69.2075526,6.18E-11
69.2244862,2.06E-11
69.2412061,6.87E-12
69.2577203,2.29E-12
69.2740362,7.63E-13
69.2901608,2.54E-13
69.3061007,8.48E-14
69.3218622,2.83E-14
69.3374512,9.42E-15
69.3528732,3.14E-15
69.3681335,1.05E-15
69.3832372,3.49E-16
69.3981889,1.16E-16
69.4129932,3.88E-17
69.4276544,1.817460724
69.4421766,-3.05330376
69.4565637,-2.892922427
69.4708194,-8.330436797
69.4849472,-10.19038241
69.4990218,-10.83826894
69.5130454,-11.08126574
69.5270202,-11.18844018
69.5409482,-11.24949235
69.5548315,-11.29433323
69.568672,-11.3329442
69.5824718,-11.36866351
69.5962326,-11.40261519
69.6099564,-11.43518538
69.6236449,-11.46651447
69.6372998,-11.49666119
69.6509228,-11.52565738
69.6645155,-11.55352626
69.6780797,-11.58028859
69.6916167,-11.60596476
69.7051282,-11.63057558
69.7186156,-11.65414255
69.7320803,-11.67668804
69.7455238,-11.6982354
69.7589473,-11.71880908
69.7723522,-11.73843468
69.7857397,-11.72592491
69.7991112,-11.70442988
69.8125746,-11.64576004
69.8261244,-11.57408169
69.839771,-11.49276207
69.8535256,-11.40295322
69.8673996,-13.12666798
69.8814047,-8.128904738
69.8957013,-8.247987615
69.9103074,-2.749329205
69.9252429,-0.916443068
69.9405302,-0.305481023
69.9561941,-0.101827008
69.9722627,-0.033942336
69.988768,-0.011314112
70.0057461,-0.003771371
70.0232388,-0.001257124
70.0412944,-0.000419041
70.0599694,-0.00013968
70.0793307,-4.66E-05
70.0994582,-1.55E-05
70.120449,-5.17E-06
70.1424232,-1.72E-06
70.1655319,-5.75E-07
70.1899701,-1.92E-07
70.2159978,4.372938155
70.2439742,-7.287516474
70.2744233,-6.821261832
70.3048724,-19.78940888
70.3353215,-24.17200434
70.3658276,-25.65081778
70.3962774,-26.22390339
70.4267722,-26.44425714
70.4572225,-26.59960059
70.4877135,-26.68843025
70.5181643,-26.80278082
70.5486525,-26.88371663
70.5791038,-26.99719683
70.6095898,-27.08163105
70.6400416,-27.19648823
70.6705258,-27.2830514
70.700978,-27.39696922
70.7314606,-27.48263196
70.7619133,-27.59252668
70.7923946,-27.67391288
70.8228477,-32.44175137
70.8533277,-20.08252718
70.8837812,-20.03923267
70.9142602,-7.939656619
70.9435255,-3.326789243
70.9717132,-3.716921808
70.9989354,-3.933731412
71.0252969,-4.089418516
71.0508768,-4.222153782
71.0757426,-4.344872446
71.0999527,-4.462068437
71.1235583,-4.575397844
71.1466039,-4.685550929
71.1691293,-4.792879445
71.1911694,-4.897608355
71.2127559,-4.999908531
71.2339169,-5.099922695
71.2546779,-5.197775487
71.275062,-5.293577978
71.2950902,-5.387430154
71.3147818,-5.479422564
71.3341542,-5.569637552
71.3532236,-5.658150269
71.372005,-5.745029502
71.3905119,-5.830338391
71.4087572,-5.91413504
71.4267526,-5.996473046
71.4445092,-6.07740196
71.4620371,-6.156967687
71.479346,-6.235212841
71.4964449,-6.312177054
71.513342,-6.387897249
71.5300453,-6.462407886
71.5465623,-6.535741173
71.5628998,-6.607927266
71.5790646,-6.678994435
71.5950628,-6.748969222
71.6109003,-6.81787658
71.6265828,-6.885739996
71.6421155,-6.952581607
71.6575034,-7.018422304
71.6727514,-7.08328182
71.687864,-7.14717882
71.7028454,-7.210130976
71.7177,-7.272155039
71.7324315,-7.3332669
71.7470438,-7.393481654
71.7615405,-7.452813651
71.7759251,-7.51127655
71.7902007,-7.568883359
71.8043707,-7.625646483
71.818438,-7.681577759
71.8324056,-7.736688498
71.8462762,-7.790989513
71.8600526,-7.844491152
71.8737374,-9.235137938
71.887333,-5.719694955
71.9008419,-5.902994497
71.9142664,-1.967664832
71.927584,-0.655888277
71.9407974,-0.218629426
71.9539089,-0.072876475
71.9669208,-0.024292158
71.9798354,-0.008097386
71.992655,-0.002699129
72.0053814,-0.00089971
72.0180169,-0.000299903
72.0305632,-1.00E-04
72.0430223,-3.33E-05
72.0553959,-1.11E-05
72.0676859,-3.70E-06
72.0798938,-1.23E-06
72.0920214,-4.11E-07
72.1040701,-1.37E-07
72.1160416,-4.57E-08
72.1279373,-1.52E-08
72.1397586,-5.08E-09
72.151507,-1.69E-09
72.1631836,-5.64E-10
72.17479,-1.88E-10
72.1863272,-6.27E-11
72.1977966,-2.09E-11
72.2091993,-6.97E-12
72.2205366,-2.32E-12
72.2318094,-7.74E-13
72.2430189,-2.58E-13
72.2541662,-8.60E-14
72.2652523,-2.87E-14
72.2762782,-9.56E-15
72.2872448,-3.19E-15
72.2981532,-1.06E-15
72.3090042,-3.54E-16
72.3197988,-1.18E-16
72.3305378,-1.367904756
72.341222,2.257283553
72.3518524,2.129015801
72.3624297,6.193511002
72.3729547,7.605817692
72.3834489,8.129053279
72.3939133,8.356207669
72.4043486,8.484940646
72.414756,8.581134563
72.4251362,8.666745155
72.4354902,8.749085041
72.445819,8.830584784
72.4561234,8.912046435
72.4664045,8.993727895
72.4766632,9.075704182
72.4869005,9.157987619
72.4971174,9.240567626
72.5073148,9.323423637
72.5174939,9.406528979
72.5276557,9.489851615
72.5378013,9.573353679
72.5479318,9.643920703
72.5580484,9.705534099
72.5681929,9.75122752
72.5783809,9.78705007
72.5886127,9.819815753
72.5988889,9.851801199
72.6092099,9.883770817
72.6195763,9.915985202
72.6299884,9.948537287
72.6404468,9.981464418
72.6509521,10.01478574
72.6615047,10.04851467
72.6721052,10.08266311
72.6827541,10.11724287
72.6934519,10.15226617
72.7041991,10.18774587
72.7149965,10.22369559
72.7258444,10.2601298
72.7367435,10.29706387
72.7476943,10.33451423
72.7586975,10.37249846
72.7697535,10.41103539
72.7808631,10.45014523
72.7920267,10.48984978
72.803245,10.53017258
72.8145186,10.57113911
72.8258481,10.61277703
72.837234,10.65511649
72.848677,10.69819042
72.8601776,10.7420349
72.8717364,10.78668963
72.8833541,10.83219842
72.895031,10.87860982
72.9067679,10.92597785
72.9185651,10.97436284
72.9304232,11.02383257
72.9423426,11.07446345
72.9543236,11.12634221
72.9663668,11.17956784
72.9784722,11.23425405
72.9906402,11.29053256
73.0028707,11.34855717
73.0151638,11.4085094
73.0275192,11.47060606
73.0399367,11.53510998
73.0524154,11.60234586
73.0649546,11.6727249
73.0775529,11.74678615
73.0902084,11.82527451
73.1029185,11.90931816
73.1156795,12.00104372
73.1284858,12.11427463
73.1413276,12.23849039
73.1541798,12.32879228
73.167032,12.40429225
73.1798843,12.42272756
73.192747,12.41910278
73.2056144,12.41020435
73.2184853,12.40007033
73.231359,12.38987155
73.2442349,12.37990023
73.2571126,12.3701902
73.2699917,12.36070837
73.282872,12.35141138
73.2957534,12.34226048
73.3086356,12.33322425
73.3215184,12.32427787
73.3344019,12.31540188
73.3472858,12.30658108
73.3601702,12.29780357
73.3730549,12.28906007
73.3859399,12.2803434
73.3988251,12.27164804
73.4117105,12.26296984
73.4245962,12.25430575
73.4374819,12.24565361
73.4503678,12.23701204
73.4632538,12.22838022
73.4761399,12.21975788
73.489026,12.21114515
73.5019122,12.20254249
73.5147985,12.19395068
73.5276848,12.1853707
73.5405712,12.17680376
73.5534576,12.16825119
73.566344,12.15971448
73.5792304,12.15119522
73.5921169,12.14269508
73.6050033,12.13421578
73.6178898,14.18195434
73.6307763,8.767824155
73.6436628,9.016502339
73.6565494,3.00550078
73.6693414,1.001833593
73.6820409,0.333944531
73.69465,0.111314844
73.7071705,0.037104948
73.7196044,0.012368316
73.7319533,0.004122772
73.744219,0.001374257
73.7564032,0.000458086
73.7685075,0.000152695
73.7805334,5.09E-05
73.7924825,-1.710366285
73.8043562,2.758802303
73.816156,2.556758903
73.8278832,7.534404616
73.8395391,9.217726187
73.8511692,9.789814501
73.8627743,9.991103566
73.8743552,10.0684096
73.8859127,10.1040096
73.8974473,10.12533416
73.90896,10.14153178
73.9204514,10.15565698
73.9319221,10.16873299
73.9433729,10.18110597
73.9548045,10.19289646
73.9662174,10.20414985
73.9776123,10.2148865
73.98899,10.22511855
74.0003508,10.23485541
74.0116956,10.24410568
74.0230248,10.25287774
74.034339,10.26118001
74.0456389,10.26902096
74.0569249,10.2764092
74.0681976,10.28335344
74.0794576,10.28986256
74.0907053,10.29594555
74.1019412,10.30161153
74.1131659,10.30686981
74.1243799,10.31172981
74.1355835,10.31620112
74.1467773,10.32029348
74.1579618,10.32401679
74.1691373,10.32738109
74.1803043,10.33039657
74.1914631,10.3330736
74.2026143,10.33542266
74.2137582,10.33745437
74.2248951,10.33917951
74.2360254,10.34060894
74.2471495,10.34175366
74.2582678,10.34262475
74.2693805,10.34323338
74.2804879,10.34359078
74.2915905,10.34370823
74.3026884,10.34359702
74.313782,10.34326846
74.3248715,10.34273382
74.3359572,10.34200434
74.3470393,10.34109115
74.358118,10.34000532
74.3691937,10.33875776
74.3802665,10.33735924
74.3913365,10.33582033
74.4024041,10.33415138
74.4134693,10.33236254
74.4245323,10.33046366
74.4355934,10.32846433
74.4466526,10.32637381
74.4577101,10.32420108
74.468766,10.32195475
74.4798204,10.31964309
74.4908735,10.31727404
74.5019254,10.31485515
74.5129762,10.31239361
74.5240259,10.30989627
74.5350746,10.30736959
74.5461225,10.30481968
74.5571695,10.3022523
74.5682158,10.29967288
74.5792615,10.29708649
74.5903065,10.2944979
74.601351,10.29191157
74.6123949,10.28933165
74.6234384,10.28676202
74.6344814,10.28420629
74.645524,10.28166781
74.6565663,10.2791497
74.6676083,10.27665484
74.6786499,10.27418591
74.6896913,10.27174539
74.7007324,10.26933558
74.7117734,10.26695859
74.7228141,10.26461638
74.7338546,10.26231077
74.7448949,10.26004342
74.7559351,10.25781588
74.7669752,10.25562958
74.7780151,10.25348583
74.7890549,11.98298589
74.8000946,7.411099664
74.8111342,7.618059916
74.8221737,2.539353305
74.8331537,0.846451102
74.8440753,0.282150367
74.8549393,0.094050122
74.8657467,0.031350041
74.8764982,0.010450014
74.8871949,0.003483338
74.8978375,0.001161113
74.9084268,0.000387038
74.9189636,0.000129013
74.9294488,4.30E-05
74.939883,1.43E-05
74.9502671,4.78E-06
74.9606016,1.59E-06
74.9708874,5.31E-07
74.9811252,1.77E-07
74.9913155,5.90E-08
75.0014591,1.97E-08
75.0115565,6.55E-09
75.0216085,2.18E-09
75.0316156,7.28E-10
75.0415784,2.43E-10
75.0514976,8.09E-11
75.0613736,2.70E-11
75.0712071,8.99E-12
75.0809986,3.00E-12
75.0907486,9.99E-13
75.1004577,3.33E-13
75.1101264,1.11E-13
75.1197551,3.70E-14
75.1293444,1.23E-14
75.1388948,4.11E-15
75.1484067,1.37E-15
75.1578806,4.57E-16
75.1673169,1.52E-16
75.1767162,5.08E-17
75.1860787,1.69E-17
75.1954051,5.64E-18
75.2046956,1.88E-18
75.2139507,6.27E-19
75.2231708,2.09E-19
75.2323563,6.96E-20
75.2415075,2.32E-20
75.250625,7.74E-21
75.2597089,2.58E-21
75.2687598,8.60E-22
75.277778,2.87E-22
75.2867638,9.55E-23
75.2958695,3.18E-23
75.3050627,1.06E-23
75.3143456,3.54E-24
75.3237205,1.18E-24
75.33319,3.93E-25
75.3427566,1.31E-25
75.352423,4.37E-26
75.3621922,1.46E-26
75.3720669,4.85E-27
75.3820505,1.628182276
75.3921462,-2.654226673
75.4023575,-2.454077312
75.4125687,-7.210736149
75.42278,-8.795981798
75.4329987,-9.322019263
75.4432221,-9.496057757
75.4534494,-9.553158315
75.4636801,-9.571575962
75.4739137,-9.577339617
75.48415,-9.579087959
75.4943886,-9.579673093
75.5046292,-9.580024638
75.5148718,-9.58043569
75.5251162,-9.580990252
75.5353621,-9.581704924
75.5456094,-9.582575597
75.555858,-9.583592647
75.5661078,-9.584745722
75.5763588,-9.586025139
75.5866107,-9.58742219
75.5968635,-9.588929122
75.6071172,-9.590539035
75.6173717,-9.592245771
75.6276269,-9.594043809
75.6378827,-9.595928185
75.6481392,-9.597894415
75.6583963,-9.599938438
75.6686538,-9.602056561
75.6789118,-9.604245419
75.6891703,-9.606501936
75.6994292,-9.608823294
75.7096885,-9.611206902
75.7199481,-9.61365038
75.7302081,-9.616151527
75.7404683,-9.618708311
75.7507288,-9.621318849
75.7609896,-9.623981394
75.7712506,-9.62669432
75.7815119,-9.629456112
75.7917733,-11.29273532
75.802035,-6.975460862
75.8122968,-7.197799019
75.8225588,-2.399261675
75.832773,-0.799753892
75.8429402,-0.266579965
75.8530609,-0.088859988
75.8631358,-0.029619996
75.8731656,-0.009873332
75.8831508,-0.003291111
75.893092,-0.001097037
75.9029898,-0.000365679
75.9128447,-0.000121893
75.9226574,-4.06E-05
75.9324284,0.881533475
75.9421581,-1.21523253
75.9518472,-1.043793884
75.9614961,-3.387538052
75.9711053,-4.190267522
75.9806814,-4.478434454
75.9902248,-4.59513865
75.9997359,-4.654747418
76.0092154,-4.695383894
76.0186635,-4.729756483
76.0280807,-4.762102004
76.0374675,-4.793833406
76.0468243,-4.825422339
76.0561514,-4.857026681
76.0654494,-4.888699706
76.0747186,-4.920459818
76.0839594,-4.952313783
76.0931722,-4.984264484
76.1023574,-5.016313496
76.1115153,-5.048461954
76.1206465,-5.080710832
76.1297511,-5.113061045
76.1388297,-5.145513478
76.1478825,-5.178068992
76.15691,-5.210728437
76.1659124,-5.243492643
76.1748901,-5.276362424
76.1838435,-5.309338581
76.1927729,-5.342421894
76.2016787,-5.375613128
76.2105612,-5.408913029
76.2194206,-5.442322326
76.2282574,-5.475841727
76.2370719,-5.509471922
76.2458644,-5.543213577
76.2546351,-5.577067339
76.2633845,-5.611033833
76.2721128,-5.645113661
76.2808203,-5.679307397
76.2895074,-5.713615596
76.2981743,-5.74803878
76.3068214,-5.782577449
76.3154489,-5.817232071
76.3240571,-5.852003086
76.3326464,-5.886890902
76.341217,-5.921895894
76.3497692,-5.957018403
76.3583033,-5.992258733
76.3668196,-6.027617152
76.3753183,-6.063093888
76.3837998,-6.098689127
76.3922644,-6.134403011
76.4007122,-6.170235638
76.4091437,-6.206187055
76.417559,-6.242257261
76.4259584,-6.2784462
76.4343423,-6.314753761
76.4427108,-6.351179772
76.4510644,-6.387724
76.4594031,-6.424386145
76.4677274,-6.461165837
76.4760375,-6.498062633
76.4843336,-6.535076012
76.4926161,-6.572205369
76.5008851,-6.609450011
76.509141,-6.646809154
76.5173841,-6.684281914
76.5256146,-6.721867299
76.5338328,-6.75956421
76.5420389,-6.797371426
76.5502333,-6.835287598
76.5584162,-6.873311242
76.5665879,-6.911440729
76.5747486,-6.949674274
76.5828988,-6.988009923
76.5910385,-7.026445544
76.5991681,-7.064978812
76.607288,-7.103607192
76.6153983,-7.142327924
76.6234994,-7.181138004
76.6315915,-7.22003416
76.6396751,-7.259012835
76.6477502,-7.298070155
76.6558174,-7.337201898
76.6638768,-7.376403467
76.6719287,-7.415669842
76.6799736,-7.454995542
76.6880117,-7.494374569
76.6960433,-7.533800348
76.7040688,-7.573265657
76.7120885,-7.612762539
76.7201027,-7.652282205
76.7281119,-7.691814903
76.7361163,-7.731349775
76.7441164,-7.77087466
76.7521125,-7.810375859
76.760105,-7.837671556
76.7680944,-7.865381351
76.7761181,-7.881085296
76.7841626,-7.897329631
76.7922281,-7.913843052
76.8003146,-7.930536356
76.8084224,-7.947381072
76.8165515,-7.964369013
76.824702,-7.981498791
76.8328742,-7.998771325
76.841068,-8.016188345
76.8492837,-8.033751901
76.8575213,-8.051464192
76.8657811,-8.069327523
76.874063,-8.087344284
76.8823674,-8.105516955
76.8906942,-8.123848103
76.8990437,-8.142340391
76.9074159,-8.160996583
76.915811,-8.179819547
76.9242291,-8.198812269
76.9326704,-8.217977853
76.941135,-8.237319535
76.9496231,-8.256840688
76.9581347,-8.276544837
76.96667,-8.296435663
76.9752292,-8.31651702
76.9838123,-8.336792946
76.9924196,-8.357267676
77.0010511,-8.377945661
77.009707,-8.398831581
77.0183874,-8.419930364
77.0270925,-8.441247209
77.0358224,-8.462787609
77.0445771,-8.48455737
77.0533569,-8.506562647
77.0621619,-8.528809969
77.0709922,-8.551306276
77.0798479,-8.574058955
77.0887291,-8.597075885
77.097636,-8.620365484
77.1065687,-8.643936761
77.1155272,-8.667799379
77.1245116,-8.691963723
77.1335222,-8.716440978
77.1425589,-8.741243213
77.1516218,-8.766383491
77.160711,-8.791875977
77.1698266,-8.817736077
77.1789687,-8.843980592
77.1881372,-8.8706279
77.1973322,-8.89769817
77.2065536,-8.925213616
77.2158016,-8.953198797
77.2250761,-8.981680982
77.2343769,-9.010690592
77.2437042,-9.040261741
77.2530576,-9.070432919
77.2624372,-9.101247849
77.2718427,-9.132756595
77.2812738,-9.165017018
77.2907304,-9.198096752
77.3002121,-9.232075947
77.3097185,-9.267051244
77.3192489,-9.303141841
77.3288029,-9.340499358
77.3383796,-9.379325542
77.3479781,-9.419909153
77.357597,-9.462727914
77.3672346,-9.510332321
77.3768885,-9.57454609
77.3865493,-9.610728613
77.39621,-9.654571294
77.4058708,-9.665195015
77.4155385,-9.667917025
77.4252099,-9.669192322
77.4348845,-9.670215104
77.444562,-9.671339653
77.4542422,-9.672653419
77.4639247,-9.674162573
77.4736095,-9.675851141
77.4832962,-9.677699199
77.4929847,-9.679688
77.502675,-9.681801074
77.5123668,-9.684024168
77.5220601,-9.686344931
77.5317547,-9.688752588
77.5414505,-9.69123766
77.5511475,-9.693791748
77.5608456,-9.696407358
77.5705446,-9.699077761
77.5802446,-9.701796882
77.5899455,-9.704559212
77.5996472,-9.707359731
77.6093496,-9.710193847
77.6190527,-9.713057348
77.6287565,-9.715946353
77.6384609,-9.718857279
77.6481659,-9.721786807
77.6578715,-9.724731857
77.6675775,-9.72768956
77.677284,-9.730657244
77.686991,-9.733632408
77.6966984,-9.736612713
77.7064061,-9.739595961
77.7161143,-9.742580091
77.7258227,-9.745563158
77.7355315,-9.74854333
77.7452406,-9.751518879
77.75495,-9.754488168
77.7646597,-9.757449647
77.7743696,-9.760401847
77.7840797,-9.763343372
77.7937901,-9.766272896
77.8035006,-9.769189157
77.8132114,-9.772090949
77.8229223,-9.774977126
77.8326334,-9.77784659
77.8423447,-9.780698291
77.8520561,-9.783531227
77.8617677,-9.786344435
77.8714794,-9.789136993
77.8811912,-9.791908015
77.8909031,-9.794656649
77.9006152,-9.797382078
77.9103273,-9.800083514
77.9200396,-9.802760199
77.9297519,-9.8054114
77.9394643,-9.808036413
77.9491768,-9.810634557
77.9588894,-9.813205173
77.9686021,-9.815747626
77.9783148,-9.8182613
77.9880276,-9.8207456
77.9977405,-9.82319995
78.0074534,-9.825623791
78.0171663,-9.828016582
78.0268793,-9.830377797
78.0365924,-9.832706928
78.0463055,-9.835003481
78.0560186,-9.837266974
78.0657318,-9.839496943
78.075445,-9.841692935
78.0851583,-9.84385451
78.0948716,-9.845981241
78.1045849,-9.848072712
78.1142982,-9.850128519
78.1240116,-9.85214827
78.133725,-9.854131583
78.1434384,-9.856078088
78.1531518,-9.857987423
78.1628653,-9.859859238
78.1725788,-9.861693191
78.1822923,-9.863488951
78.1920058,-9.865246197
78.2017193,-9.866964616
78.2114329,-9.868643902
78.2211464,-9.870283763
78.23086,-9.87188391
78.2405736,-9.873444067
78.2502872,-9.874963963
78.2600008,-9.876443338
78.2697145,-9.877881938
78.2794281,-9.879279519
78.2891417,-9.880635843
78.2988554,-9.881950682
78.3085691,-9.883223813
78.3182827,-9.884455024
78.3279964,-9.885644107
78.3377101,-9.886790866
78.3474238,-9.887895109
78.3571375,-9.888956652
78.3668512,-9.889975321
78.3765649,-9.890950945
78.3862786,-9.891883365
78.3959923,-9.892772426
78.4057061,-9.893617982
78.4154198,-9.894419893
78.4251335,-9.895178028
78.4348472,-9.895892261
78.444561,-9.896562476
78.4542747,-9.89718856
78.4639885,-9.897770412
78.4737022,-9.898307934
78.483416,-9.898801038
78.4931297,-9.899249641
78.5028435,-9.890889279
78.5125572,-9.87948851
78.5222969,-9.857502009
78.5320627,-9.831126874
78.5418573,-9.801742208
78.551683,-9.76984348
78.5615422,-9.735624009
78.5714375,-9.699170812
78.5813713,-9.6605312
78.591346,-9.619735863
78.6013642,-9.576807192
78.6114285,-9.531762496
78.6215415,-9.484615408
78.6317058,-10.96093046
78.6419243,-6.790915376
78.6522622,-6.908995952
78.6627234,-2.30301132
78.6733121,-2.604769456
78.6840326,2.815120478
78.6948894,2.784781949
78.7057462,8.292501225
78.7166031,10.12700707
78.7274681,10.7345934
78.7383378,10.93450975
78.7492114,10.99893673
78.7600883,11.01847588
78.770968,11.02325656
78.7818502,11.02327438
78.7927345,11.02182677
78.8036208,11.01998663
78.8145087,11.01809087
78.8253982,11.01623505
78.836289,11.01443724
78.847181,11.01269192
78.8580741,11.0109875
78.8689682,11.0093118
78.8798632,11.00765362
78.890759,11.00600301
78.9016555,11.0043513
78.9125526,11.00269089
78.9234504,11.00101515
78.9343487,10.99931824
78.9452474,10.99759504
78.9561467,10.99584106
78.9670463,10.99405233
78.9779462,10.99222535
78.9888465,10.99035704
78.9997471,10.98844468
79.010648,10.98648588
79.0215491,10.98447855
79.0324505,10.98242085
79.043352,10.98031118
79.0542538,10.97814813
79.0651557,10.97593052
79.0760578,10.97365729
79.08696,10.97132758
79.0978623,10.96894064
79.1087648,10.96649586
79.1196673,10.96399276
79.13057,10.96143094
79.1414727,10.95881011
79.1523756,10.95613007
79.1632785,10.95339071
79.1741814,10.95059198
79.1850844,10.9477339
79.1959875,10.94481655
79.2068907,10.9418401
79.2177939,10.93880473
79.2286971,10.93571071
79.2396003,10.93255831
79.2505036,10.92934789
79.261407,10.92607982
79.2723103,10.92275453
79.2832137,10.91937244
79.2941171,10.91593407
79.3050206,10.9124399
79.315924,10.90889048
79.3268275,10.90528639
79.337731,10.9016282
79.3486345,12.75460864
79.359538,7.8835652
79.3704415,8.115312411
79.3813451,2.705104137
79.3921913,0.901701379
79.4029812,0.300567126
79.4137156,0.100189042
79.4243953,0.033396347
79.4350212,0.011132116
79.4455941,-1.24451644
79.4561148,1.953237317
79.466584,1.781813618
79.4770025,5.34835609
79.4873711,6.555383982
79.4977053,6.972316983
79.5080056,7.125715142
79.5182728,7.191099697
79.5285071,7.22697893
79.5387093,7.252856789
79.5488799,7.27523576
79.5590192,7.296284495
79.5691279,7.316727016
79.5792064,7.336805793
79.5892552,7.356602759
79.5992748,7.376146328
79.6092656,7.395447054
79.6192281,7.414509534
79.6291628,7.433336361
79.63907,7.451929452
79.6489502,7.470290487
79.6588039,7.488421057
79.6686314,7.506322714
79.6784331,7.523996986
79.6882095,7.541445385
79.6979609,7.558669409
79.7076878,7.575670542
79.7173905,7.592450257
79.7270694,7.609010014
79.7367248,7.625351262
79.7463572,7.64147544
79.7559668,7.657383975
79.765554,7.673078285
79.7751193,7.688559779
79.7846628,7.703829857
79.794185,7.718889911
79.8036861,7.733741322
79.8131666,7.748385466
79.8226267,7.762823711
79.8320667,7.777057417
79.8414869,7.791087939
79.8508877,7.804916625
79.8602694,7.818544815
79.8696321,7.831973847
79.8789764,7.84520505
79.8883023,7.858239751
79.8976102,7.871079271
79.9069005,7.883724926
79.9161732,7.896178028
79.9254288,9.335895653
79.9346676,5.750187037
79.9438896,5.986398698
79.9530953,1.995466233
79.9622665,0.665155411
79.9714037,0.22171847
79.9805072,0.073906157
79.9895774,0.024635386
79.9986146,0.008211795
80.0076193,0.002737265
80.0165917,0.000912422
80.0255323,0.000304141
80.0344413,0.00010138
80.0433191,3.38E-05
80.052166,1.13E-05
80.0609824,3.75E-06
80.0697685,1.25E-06
80.0785247,4.17E-07
80.0872512,1.39E-07
80.0959485,4.64E-08
80.1046167,1.55E-08
80.1132561,5.15E-09
80.1218671,1.72E-09
80.13045,5.72E-10
80.1390049,1.91E-10
80.1475322,6.36E-11
80.1560322,2.12E-11
80.1645051,7.07E-12
80.1729511,2.36E-12
80.1813706,7.85E-13
80.1897637,2.62E-13
80.1981308,8.72E-14
80.206472,2.91E-14
80.2147877,9.69E-15
80.2230779,3.23E-15
80.2313431,1.08E-15
80.2395833,3.59E-16
80.2477989,1.20E-16
80.25599,3.99E-17
80.2641569,1.33E-17
80.2722998,4.43E-18
80.2804188,1.48E-18
80.2885143,4.92E-19
80.2965865,1.64E-19
80.3046357,5.47E-20
80.3126622,1.82E-20
80.3206663,6.08E-21
80.3286482,2.03E-21
80.3366082,6.75E-22
80.3445467,-1.222302498
80.3524637,1.672007093
80.3603597,1.41951738
80.3682349,4.640103054
80.3760895,5.721655112
80.3839312,6.088133746
80.3917602,6.216205665
80.3995766,6.264760017
80.4073805,6.286760094
80.415172,6.299860571
80.4229514,6.309946577
80.4307186,6.318980064
80.4384738,6.327615254
80.4462171,6.336070458
80.4539487,6.344418682
80.4616686,6.352684498
80.469377,6.36087633
80.477074,6.368997219
80.4847596,6.377048411
80.4924341,6.385030552
80.5000974,6.392944087
80.5077497,6.400789394
80.5153912,6.408566828
80.5230219,6.416276733
80.5306419,6.423919451
80.5382513,6.431495321
80.5458502,6.4292616
80.5534388,6.420248062
80.5610516,6.399087463
80.5687013,6.370267651
80.5763887,6.33865003
80.5841146,6.305854367
80.59188,6.272419816
80.5996856,6.238525247
80.6075325,6.204229362
80.6154214,6.169550722
80.6233534,6.134494428
80.6313294,6.099061007
80.6393505,6.063249375
80.6474177,6.027057818
80.655532,5.990484315
80.6636946,5.953526647
80.6719065,5.916182423
80.6801689,5.878449089
80.6884831,5.840323925
80.6968503,5.801804038
80.7052717,5.762886354
80.7137487,5.723567615
80.7222826,5.683844364
80.7308749,5.643712939
80.739527,5.603169463
80.7482403,5.562209832
80.7570166,5.520829705
80.7658573,5.479024489
80.7747642,5.436789329
80.783739,5.394119089
80.7927835,5.351008344
80.8018996,5.307451355
80.8110893,5.263442057
80.8203545,5.218974036
80.8296974,5.174040512
80.8391203,6.135911181
80.8486253,3.747361436
80.8582285,3.943076061
80.8679325,1.314363471
80.8777403,0.438116321
80.8876549,0.146043558
80.8976795,0.048681186
80.9078174,0.01622249
80.9180723,0.005412014
80.9284478,0.001799433
80.9389479,0.000604328
80.9495767,0.000201443
80.9603388,6.29E-05
80.9712386,2.52E-05
80.9822812,4.10E-06
80.9934719,5.61E-06
81.0048163,1.87E-06
81.0163203,-3.38E-06
81.0279904,2.82E-06
81.0398333,-3.07E-06
81.0518564,2.92E-06
81.0640676,9.74E-07
81.0764753,-3.37E-06
81.0890886,2.51E-06
81.1019174,-2.86E-06
81.1149725,2.68E-06
81.1282654,8.93E-07
81.1418089,-3.07E-06
81.1556169,2.27E-06
81.1697045,-2.61E-06
81.1840886,2.43E-06
81.1987877,8.09E-07
81.2138224,-2.471326131
81.2292158,4.075333116
81.2449935,3.781189814
81.2607713,11.04398689
81.2765491,13.45380232
81.2923416,14.24179056
81.3081375,14.49291046
81.3239355,14.56561234
81.339735,14.57917806
81.3555354,14.57326084
81.3713364,14.56101543
81.387138,14.54678839
81.4029398,14.532005
81.4187419,14.51712622
81.4345441,14.50229762
81.4503464,14.48756378
81.4661488,14.47293833
